Galaxy,m,rc,mu,B,chi2_pt,is_boundary,dAIC,dAIC_permodel,rmin,ef,N
UGC10310,0.04670656423026944,21.410266768282717,0.0,4848.980669545976,0.267654029892242,False,0.9664145264368287,0.9664145264368287,3.0,4.0,5
UGC11455,0.0012499999999999996,,0.4618549500941459,29601.433195501584,18.126476682410974,True,533.859123563479,533.859123563479,3.0,6.0,32
UGC11557,0.0032266127542716037,309.92253367750243,0.6777011094559683,0.0,1.0120422116392667,False,3.052065445167237,3.052065445167237,3.0,6.0,8
UGC11820,0.15614708852661807,6.404218032086663,9.536057879951606,0.0,7.452334473616974,False,37.15718851244375,43.77520875111988,2.0,6.0,5
UGC11914,0.08539961369724137,11.70965484159213,0.1318284574161016,83838.05871439938,4.208521620511244,False,129.59579773661966,129.59579773661966,3.0,6.0,35
UGC12506,0.0012499999999999996,,0.7399022267795436,37228.98414762834,0.5958272321068334,True,13.28606200048867,13.28606200048867,3.0,6.0,29
UGC12632,0.0012499999999999996,,0.24082483630550644,3929.8697039003546,0.9910102093702189,True,11.193912596853899,11.193912596853899,3.0,3.0,11
UGC12732,0.11547684200792004,8.659744955022363,1.9361368597254145,5630.576403009627,6.717754677139388,False,88.43768136932745,100.47696774556383,3.0,6.0,13
UGCA281,0.0012499999999999996,,2.3067275840354617,0.0,0.5471262390063799,True,1.3870768855457598,1.3870768855457598,0.0,3.0,7
UGCA442,0.13141788294111512,7.609314483083505,0.0,3313.6301569884868,1.122753481978549,False,4.375112232956582,6.5094480438862306,3.0,4.0,4
UGCA444,0.0012499999999999996,,76.91540842117477,0.0,5.266411826870908,True,44.63228101045514,47.9538983915102,2.0,6.0,9
