Galaxy,best_m,best_rc,best_mu,best_B,best_chi2_pt,best_chi2_tot,best_nll,best_AIC,best_k_eff,N_pts,is_boundary,rc_lo90,rmin_used,ef_used,nfw_rs,nfw_chi2_pt,nfw_AIC,dAIC_yuk_nfw
UGC03580,0.14324985096532217,6.980810055028115,0.38003597345986473,13420.835538375522,1.4323303951591821,67.31952857248156,336.5333087627718,342.5333087627718,3,47,False,,0.0,6.0,16.371691167089814,0.5235084698379987,299.81867827267615,42.71463049009566
UGC04278,0.2508720666526624,3.986095436382405,1.416263841438623,7004.379115855393,0.3611649581129764,9.02912395282441,152.41468654302503,158.41468654302503,3,25,False,,0.0,6.0,200.00000000000003,1.0522204342299244,173.69107344594872,-15.27638690292369
UGC04305,0.0012499999999999996,,1.0091100901450651,0.0,0.6979927892858732,15.355841364289208,134.62655347132923,138.62655347132923,2,22,True,,0.0,6.0,1.3401613583528338,0.5153087505652366,134.6075046194752,4.0190488518540235
UGC04325,0.0012499999999999996,,3.84494706899439,0.0,1.0153799502352174,8.12303960188174,51.494207640805385,55.494207640805385,2,8,True,,0.0,6.0,2.8610916768857493,0.3206304444723002,51.936211594702044,3.557996046103341
UGC04483,0.5,2.0,1.442343237243227,405.7492973712104,0.03201576990641133,0.2561261592512906,43.62729419817494,49.62729419817494,3,8,False,,0.0,6.0,3.3297123003473708,0.03857785457379342,47.67979087551399,1.9475033226609497
UGC04499,0.14324985096532217,6.980810055028115,0.845779923443331,3841.5336036671806,0.1872808858026439,1.6855279722237952,50.478092016012894,56.478092016012894,3,9,False,,0.0,6.0,12.087699936970944,0.24834342074239688,55.02765483047067,1.4504371855422278
UGC05005,0.12587358765315565,7.944478413974323,0.86937981249613,7885.709387171595,0.01002680380839261,0.11029484189231872,73.99893198407457,79.99893198407457,3,11,False,,0.0,6.0,40.67646117147285,0.1576510426837268,79.62279861170325,0.3761333723713278
UGC05253,0.14324985096532217,6.980810055028115,0.7176244578964432,38556.3859396688,0.5396994327205723,39.39805858860178,462.21366393817937,468.21366393817937,3,73,False,,0.0,6.0,23.92108558107574,1.0879359151675312,508.23492715680726,-40.021263218627894
UGC05414,0.07187477231871248,13.913087551299995,0.8918820617161214,2056.592965079586,0.028974611614684825,0.17384766968810894,32.70222369888084,38.70222369888084,3,6,False,,0.0,6.0,200.00000000000003,0.08075171178402567,37.012886299896884,1.6893373989839588
UGC05716,0.2980792409966095,3.354812621826874,2.8112157499161023,4000.4523416559127,0.060862931716691805,0.7303551806003017,65.78710723898577,71.78710723898577,3,12,False,,0.0,6.0,6.589370460244033,0.035953936028119124,69.4881992907229,2.2989079482628654
UGC05721,0.5,2.0,1.3454456500114795,5325.7183496841135,0.2728296832129375,6.275082713897563,133.56721081084876,139.56721081084876,3,23,False,,0.0,6.0,1.9581431275744867,0.45355718319215405,141.72394331037074,-2.156732499521979
UGC05750,0.2980792409966095,3.354812621826874,1.2535175307077897,5047.2070873967805,0.18224577470717768,2.0047035217789544,69.8338449628339,75.8338449628339,3,11,False,,0.0,6.0,200.00000000000003,0.4955559024985013,79.28025636853846,-3.4464114057045663
UGC05764,0.5,2.0,7.231446890371931,1544.2133549584219,0.19903632429531024,1.9903632429531024,56.20432329160765,62.20432329160765,3,10,False,,0.0,6.0,3.8750886917236347,0.29814186353413663,63.19537868399592,-0.9910553923882688
UGC05829,0.0012499999999999996,,3.1758768828308797,1981.511985189913,0.04476780625198787,0.4924458687718665,60.12780192229188,66.12780192229188,3,11,True,800.0000000000002,0.0,6.0,22.17396800616915,0.09977045303369314,64.73283103689063,1.39497088540125
UGC05918,0.5,2.0,4.750496721666138,228.00255877875244,0.0567256891219696,0.4538055129757568,43.824973551899404,49.824973551899404,3,8,False,,0.0,6.0,7.668649016134385,0.028201461221217042,49.59677972869338,0.228193823206027
UGC05986,0.13720638522128958,7.288290544111174,0.6747561462745176,10275.959172076402,0.028900622399361694,0.4335093359904254,81.88039900729504,87.88039900729504,3,15,False,,0.0,6.0,147.665868035301,1.2087094008274701,105.57753068371667,-17.697131676421634
UGC05999,0.010787053076703189,92.70372481615959,1.2881772552633552,6888.194990362179,0.09668100635858093,0.48340503179290467,27.59038505612018,33.59038505612018,3,5,False,,0.0,6.0,47.33889311952441,0.9136946467612116,35.67545325813333,-2.0850682020131472
UGC06399,0.4789058567834196,2.0880930684717853,0.0,6973.3252203844395,0.07982755858099011,0.718448027228911,49.67109748636508,53.67109748636508,2,9,False,,0.0,6.0,200.00000000000003,0.31500357640990845,57.78768164682535,-4.11658416046027
UGC06446,0.1014694556150866,9.85518246784916,2.4874192617151674,4791.34956026579,0.07835978347775875,1.3321163191218988,95.07730341963226,101.07730341963226,3,17,False,,0.0,6.0,4.509792743102108,0.15678122917445345,100.41046799647606,0.6668354231562006
UGC06614,0.05091170406455473,19.641848929904718,0.7309214843476154,44461.51639878782,0.9373593982210853,12.185672176874109,102.5142344289633,108.5142344289633,3,13,False,,0.0,6.0,80.49712632608055,0.2136835539373242,99.10644845327444,9.407785975688867
UGC06628,0.4789058567834196,2.0880930684717853,0.6933525321818087,0.0,0.32437546619366714,2.27062826335567,44.712650854719485,48.712650854719485,2,7,False,,0.0,6.0,1.9581431275744867,0.135691219330392,47.39186112667655,1.3207897280429322
UGC06667,0.24028820404664064,4.161669125488562,14.337899042492207,0.0,0.4685983237657637,4.217384913891873,53.00994895768097,57.00994895768097,2,9,False,,0.0,6.0,126.88351061196293,0.4670597799161369,56.99610206303433,0.01384689464664035
UGC06786,0.0817967503333008,12.225424554462814,0.9650761336226759,38025.90548217288,1.4739577616994635,66.32809927647585,332.2557355773138,338.2557355773138,3,45,False,,0.0,6.0,14.067554524100457,0.43518399742524294,291.51091618497395,46.74481939233988
UGC06787,0.13141788294111512,7.609314483083505,0.7654435858653216,55066.386584728454,6.1008498739696435,433.1603410518447,854.281036455452,860.281036455452,3,71,False,,0.0,6.0,22.17396800616915,2.1841582706297427,582.1959326183191,278.0851038371328
UGC06818,0.5,2.0,0.2552136782206439,4772.87843441776,0.3411248148714137,2.7289985189713097,46.10016655789495,52.10016655789495,3,8,False,,0.0,6.0,200.00000000000003,1.7900684773748188,61.69171585792219,-9.59154930002724
UGC06917,0.0012499999999999996,,1.0776428457897125,6929.025165964546,0.08429022284376284,0.9271924512813912,60.56254850480139,66.56254850480138,3,11,True,,0.0,6.0,10.386488249676107,0.20586996367626195,65.89992565395889,0.6626228508424958
UGC06923,0.4208143878350722,2.3763446044338323,0.22197874999592307,4962.605739045973,0.2337648120262569,1.4025888721575415,34.33684658934365,40.33684658934365,3,6,False,,0.0,6.0,12.087699936970944,0.2867498294427347,38.65475669384252,1.6820898955011288
UGC06930,0.0012499999999999996,,1.270166293522586,5984.4771890934035,0.23806491829236914,2.3806491829236913,58.875805513920156,64.87580551392016,3,10,True,,0.0,6.0,7.668649016134385,0.21557738844610136,62.65093021545748,2.2248752984626776
UGC06973,0.4030609499058906,2.481014348409308,0.22233760164992358,22929.944825495444,0.6239360294052135,5.615424264646922,56.04604226527637,62.04604226527637,3,9,False,,0.0,6.0,8.272872467171695,0.13837059334916413,57.67595334077192,4.370088924504451
UGC06983,0.03765118429098579,26.559589527690203,0.8843514238253475,8662.828578013423,0.07824853092530171,1.330225025730129,97.80275418820884,103.80275418820884,3,17,False,,0.0,6.0,6.589370460244033,0.4559823113936748,108.22422845617119,-4.421474267962353
UGC07089,0.16302482660724069,6.134035047368579,0.7173524567593046,3878.262454150253,0.06561936359224589,0.7874323631069508,66.72781974890485,72.72781974890485,3,12,False,,0.0,6.0,32.39893673378488,0.1516989660245132,71.76077497809206,0.9670447708127909
UGC07125,0.3860564991012387,2.590294431846262,0.0,3360.160910967217,0.2454811037068944,3.191254348189627,73.66940241144053,77.66940241144053,2,13,False,,0.0,6.0,8.272872467171695,0.1711607536089902,76.70323786016779,0.9661645512727404
UGC07151,0.0012499999999999996,,1.048260483611303,2642.0706607061766,0.08102601095153096,0.8912861204668406,60.52664217398686,66.52664217398686,3,11,True,800.0000000000002,0.0,6.0,117.61635546531777,0.24628773737207615,68.34452116461284,-1.8178789906259851
UGC07232,0.5,2.0,0.4062198204169962,1311.425612613578,0.19039471436323002,0.7615788574529201,22.447162876914742,28.447162876914742,3,4,False,,0.0,6.0,1.1515482907238497,0.7495412458173567,28.683749002731247,-0.23658612581650473
UGC07261,0.5,2.0,1.554206917153119,3106.2958214026867,0.5570718303106877,3.8995028121748145,41.849274846233,47.849274846233,3,7,False,,0.0,6.0,3.8750886917236347,0.012670301619172805,44.038464145392396,3.810810700840605
UGC07323,0.3697694369377724,2.70438792421962,0.7204154536672673,3831.0869966904897,0.064643122170411,0.64643122170411,54.86039127035867,60.86039127035867,3,10,False,,0.0,6.0,200.00000000000003,0.5857258359682894,64.07121840833744,-3.210827137978775
UGC07399,0.11060507192089296,9.041176707657861,1.3570907725267098,7719.252494957043,0.47576707370242366,4.757670737024236,58.971630785678784,64.97163078567878,3,10,False,,0.0,6.0,4.865125544090533,0.1503919226739284,59.717879275393834,5.25375151028495
UGC07524,0.3860564991012387,2.590294431846262,0.5214592098375821,4736.162289953269,0.03340709867375105,1.0356200588862825,169.09889620971538,175.09889620971538,3,31,False,,0.0,6.0,22.17396800616915,0.22690320261806549,179.09727543198917,-3.9983792222737975
UGC07559,0.2111411503067189,4.73616819150283,0.7423851694003955,699.4041659319754,0.04132255083270331,0.28925785582892316,38.239029889887114,44.239029889887114,3,7,False,,0.0,6.0,126.88351061196293,0.06703978451420796,42.419050525657646,1.819979364229468
UGC07577,0.5,2.0,0.2246148528828637,170.21237683032743,0.012027190752309541,0.10824471677078587,48.90080876055988,54.90080876055988,3,9,False,,0.0,6.0,9.627893239384193,0.037520236727153766,53.13024617433348,1.7705625862264043
UGC07603,0.5,2.0,1.0523867299668244,3041.759473297457,0.14973297819712653,1.7967957383655184,66.85354779675099,72.85354779675099,3,12,False,,0.0,6.0,5.2484555073989805,0.27647163449044554,72.37441167227081,0.4791361244801777
UGC07608,0.002096757888641795,476.9267855945754,3.1506093569576934,3740.9150019016606,0.11996772918581156,0.9597418334864924,46.07258035100345,52.07258035100345,3,8,False,,0.0,6.0,200.00000000000003,1.0116153384085445,57.20576122478531,-5.1331808737818605
UGC07690,0.19370158354843892,5.162580406834569,0.905583590744256,1705.097626717685,0.03537862381975319,0.2476503667382723,38.197422400796455,44.197422400796455,3,7,False,,0.0,6.0,0.7881244735245502,0.18756700685675692,43.262741082055484,0.9346813187409708
UGC07866,0.13141788294111512,7.609314483083505,1.4210961782784761,407.36646586865976,0.03345308912607341,0.23417162388251384,38.1839436579407,44.1839436579407,3,7,False,,0.0,6.0,0.9894804514426969,0.16445733353313557,43.100973368790136,1.0829702891505661
UGC08286,0.3392276937897398,2.9478725301826927,2.711831041142171,3792.200499447335,0.35597728754193037,6.051613888212816,98.21534597092555,104.21534597092555,3,17,False,,0.0,6.0,200.00000000000003,0.24734645759683255,102.36862186185888,1.8467241090666704
UGC08490,0.09718863315738041,10.289269099820249,1.4242257663943485,4830.662395954969,0.09822980144520256,2.946894043356077,165.58877418931974,171.58877418931974,3,30,False,,0.0,6.0,2.278869045127002,0.05114650934513723,168.17627542631774,3.4124987630019916
UGC08550,0.5,2.0,1.9854271201310545,2641.938955634891,0.07099029561914803,0.7808932518106283,60.41624930533064,66.41624930533064,3,11,False,,0.0,6.0,2.4584242856930683,0.15738286438993354,65.36656756180929,1.0496817435213472
UGC08699,0.12587358765315565,7.944478413974323,0.8035469137526725,23346.769452534667,1.8597977970640465,76.2517096796259,318.0266534930247,324.0266534930247,3,41,False,,0.0,6.0,17.661639333381366,0.49050295952885253,267.88556515408175,56.14108833894295
UGC08837,0.4789058567834196,2.0880930684717853,0.0,1870.3988475518302,0.047594119946205694,0.38075295956964555,43.75192099849329,47.75192099849329,2,8,False,,0.0,6.0,16.371691167089814,0.7712036656144506,53.540797363839246,-5.788876365345956
UGC09037,0.00671404733967987,148.94145802190317,0.18911877838075036,17847.42558188793,0.17907474242719174,3.9396443333982183,132.4883669768564,138.4883669768564,3,22,False,,0.0,6.0,19.053224297895927,0.6954354001853305,147.84830144753548,-9.359934470679065
UGC09133,0.039309588468880614,25.43908595714882,0.7235232279116972,40541.906440283085,3.5388428250949144,240.6413121064542,634.4185087744877,640.4185087744877,3,68,False,,0.0,6.0,25.80586096353838,1.072375919998951,472.6987592279623,167.7197495465254
UGC09992,0.0012499999999999996,,1.7150882382825254,0.0,0.01736773547966529,0.08683867739832644,27.193818701725604,31.193818701725604,2,5,True,800.0000000000002,0.0,6.0,0.9172120470309147,0.005819415722553069,31.136077102940042,0.05774159878556162
UGC10310,0.0750406069383457,13.326118228516094,2.1186152924966644,1501.4594747612925,0.04917155815438939,0.3442009070807257,38.29397294113891,44.29397294113891,3,7,False,,0.0,6.0,2.8610916768857493,0.3291708542011983,44.25396801346658,0.040004927672327995
UGC11455,0.07834588560093773,12.763912135649289,0.31743712041555655,58613.239496956056,3.1572957305098366,113.66264629835412,326.29216802771055,332.29216802771055,3,36,False,,0.0,6.0,200.00000000000003,3.450203107664566,342.8368336052807,-10.544665577570129
UGC11557,0.05549544595012156,18.019496606960946,0.24641028325371714,5443.438806990883,0.9392835623852075,11.27140274862249,82.6809262573837,88.6809262573837,3,12,False,,0.0,6.0,200.00000000000003,1.2542246510410495,92.46021932125382,-3.7792930638701137
UGC11820,0.025544648830967184,39.147142190802924,2.198396310238418,5144.87938490698,0.10811721043205717,1.0811721043205718,55.84786877807814,61.84786877807814,3,10,False,,0.0,6.0,200.00000000000003,0.13757371410931404,62.142433814850705,-0.2945650367725676
UGC11914,0.025544648830967184,39.147142190802924,0.8521961443337684,5977.372600903426,2.459371313878687,159.85913540211465,565.7976783287363,571.7976783287363,3,65,False,,0.0,6.0,1.682555878437282,1.5913719235510007,515.3777179574365,56.419960371299794
UGC12506,0.0020082992662547837,497.9337575842816,1.4482865399941767,24528.147569621357,1.4758085148805324,45.750063961296505,265.98244278080733,271.98244278080733,3,31,False,,0.0,6.0,9.627893239384193,0.1368164617447547,230.47368913359824,41.50875364720909
UGC12632,0.20223346697975184,4.944779985896808,2.1105282011130018,2797.1722516601967,0.02749750088625961,0.4124625132938941,82.19297877434147,88.19297877434147,3,15,False,,0.0,6.0,7.108556062724371,0.2085223487111591,88.90835149171497,-0.7153727173734978
UGC12732,0.16302482660724069,6.134035047368579,2.9822462591715446,6242.026998226649,0.11181663454385181,1.789066152701629,88.5314022305489,94.5314022305489,3,16,False,,0.0,6.0,9.627893239384193,0.10881304663052259,92.48334482393565,2.0480574066132533
UGCA281,0.5,2.0,1.0951990721006293,443.7485307560438,0.02228340637791254,0.15598384464538778,38.105755878703576,44.105755878703576,3,7,False,,0.0,6.0,200.00000000000003,0.015154634246488927,44.05585447378361,0.04990140491996442
UGCA442,0.2508720666526624,3.986095436382405,0.0,2828.884067887554,0.2273349778083375,1.8186798224667,45.18984786139034,49.18984786139034,2,8,False,,0.0,6.0,25.80586096353838,0.1394745037214887,48.486964068695556,0.7028837926947844
UGCA444,0.0079774450847808,125.35341696150046,13.284491383555244,630.7052308118239,0.04918768125080419,1.7707565250289508,197.79727706774827,203.79727706774827,3,36,False,,0.0,6.0,200.00000000000003,0.07324896226720333,202.66348318433862,1.133793883409652
