Galaxy,best_m,best_rc,best_mu,best_B,best_chi2_pt,best_chi2_tot,best_nll,best_AIC,best_k_eff,N_pts,is_boundary,rc_lo90,rmin_used,ef_used,nfw_rs,nfw_chi2_pt,nfw_AIC,dAIC_yuk_nfw
NGC5585,0.4789058567834196,2.0880930684717853,0.7018119487927001,6595.621093102329,0.3220632623916951,7.729518297400682,137.8430224141716,143.8430224141716,3,24,False,,0.0,6.0,11.204854008908788,0.40069881559266673,143.73027569099492,0.11274672317668433
NGC5907,0.010787053076703189,92.70372481615959,1.0884813249918257,24239.4811990775,1.7678918225281306,33.58994462803448,137.21307143978717,143.21307143978717,3,19,False,,0.0,6.0,5.661988568127707,0.7820345492724003,122.48178324792829,20.73128819185888
NGC5985,0.5,2.0,1.5444886039509997,20794.436238703915,5.469727499868282,180.50100749565328,368.6193256118906,374.6193256118906,3,33,False,,0.0,6.0,8.272872467171695,0.912901713605464,224.24407466521765,150.37525094667294
NGC6015,0.15614708852661807,6.404218032086663,0.9697938051602681,15768.725722864083,2.9649977225862973,130.4598997937971,373.2173366369135,379.2173366369135,3,44,False,,0.0,6.0,7.668649016134385,1.396416338203631,310.19975572407617,69.01758091283733
NGC6195,0.015228659070119253,65.66566336507849,0.48809038200121735,24455.927808849145,4.083753092006387,93.92632111614691,229.39811308535388,235.39811308535388,3,23,False,,0.0,6.0,200.00000000000003,1.9517514172331678,186.36207456556986,49.03603851978403
NGC6503,0.14955951043015286,6.686301640891095,0.690258995175451,11130.215704416603,0.8918658777715779,27.647842210918913,197.75442085681198,203.75442085681198,3,31,False,,0.0,6.0,7.108556062724371,0.17275923998192508,181.46211508533278,22.292305771479192
NGC6674,0.00436300628439257,229.19976154451558,1.2493570506354588,37951.12957703902,0.4019894748968536,6.029842123452804,93.28590498960921,99.28590498960921,3,15,False,,0.0,6.0,200.00000000000003,0.4752746899583585,100.38518321553181,-1.0992782259226033
NGC6789,0.5,2.0,0.6518272808495956,2683.0048661574447,0.2654636246165535,1.061854498466214,23.645338958023842,29.645338958023842,3,4,False,,0.0,6.0,20.554454164387554,0.5921865457276024,28.952230642468038,0.6931083155558042
NGC6946,0.14955951043015286,6.686301640891095,0.57803747150982,13698.722489747912,0.49713431931577373,28.833790520314878,369.55866240792966,375.55866240792966,3,58,False,,0.0,6.0,13.040106515450876,0.33317760816555547,366.049173161217,9.509489246712633
NGC7331,0.06315633414306439,15.833724575190793,0.460430750354719,36236.00049456046,2.25978251408886,81.35217050719895,282.17134778824857,288.17134778824857,3,36,False,,0.0,6.0,32.39893673378488,0.3901918289777678,220.8660831242493,67.30526466399928
NGC7793,0.0012499999999999996,,0.6299029822617194,5915.088385275517,0.5372443718127671,24.713241103387286,289.87498327236926,295.87498327236926,3,46,True,,0.0,6.0,10.386488249676107,0.7939386594359795,307.6829205030371,-11.807937230667847
NGC7814,0.16302482660724069,6.134035047368579,0.8355800879401547,32424.503881999644,4.0034434027983785,72.0619812503708,173.84640174218987,179.84640174218987,3,18,False,,0.0,6.0,11.204854008908788,0.13266278948473575,110.17235070254432,69.67405103964555
PGC51017,0.039309588468880614,25.43908595714882,0.8220642928952433,0.0,0.4929308596419655,2.957585157851793,35.48596118704452,39.48596118704452,2,6,False,,0.0,6.0,0.7881244735245502,0.306941822261305,38.37002696276056,1.1159342242839614
UGC00128,0.008328823892822558,120.06497110135314,1.9911237008936429,12710.081513685707,0.5195405903981999,11.429892988760399,133.1571552894982,139.1571552894982,3,22,False,,0.0,6.0,15.175956580880484,0.21920306672061846,130.54972976859142,8.607425520906787
UGC00191,0.0012499999999999996,,1.6442817065161415,3747.7625745342325,0.3065119435830282,2.7586074922472537,51.997458638664774,57.997458638664774,3,9,True,800.0000000000002,0.0,6.0,5.2484555073989805,0.6411756087978676,59.00943162559833,-1.0119729869335572
UGC00634,0.0750406069383457,13.326118228516094,1.7667203172425758,8925.129719201173,0.027282553035896464,0.10913021214358586,21.794714231605408,27.794714231605408,3,4,False,,0.0,6.0,22.17396800616915,0.21141480170481985,26.5312432262811,1.263471005324309
UGC00731,0.0015506339677558167,644.8975198494253,13.063937502497518,1908.0852479107043,0.017891293302661575,0.2146955196319389,65.2714475780174,71.2714475780174,3,12,False,,0.0,6.0,25.80586096353838,0.010284909659852149,71.18017097430368,0.09127660371372315
UGC00891,0.261922111725308,3.8179289003623893,0.0,3135.550493875471,0.2660032562784102,1.330016281392051,28.436996305719326,32.436996305719326,2,5,False,,0.0,6.0,200.00000000000003,0.3371220124671904,32.792590086663225,-0.3555937809438987
UGC01230,0.0012499999999999996,,1.9896314755680937,7175.910420316946,0.5504041439224002,6.054445583146403,79.50368506316958,85.50368506316958,3,11,True,,0.0,6.0,32.39893673378488,0.7369231522689215,87.55539415498133,-2.0517090918117447
UGC01281,0.5,2.0,0.9649863174097024,2538.5094092261756,0.11432681347914855,2.8581703369787137,140.5430443752003,146.5430443752003,3,25,False,,0.0,6.0,200.00000000000003,0.9367185226909877,167.10283710549632,-20.55979273029601
UGC02023,0.261922111725308,3.8179289003623893,0.0,2895.5699884028627,0.04412860293536383,0.22064301467681915,31.031757739496552,35.031757739496555,2,5,False,,0.0,6.0,14.067554524100457,0.5141675619253854,37.381952534446654,-2.3501947949500988
UGC02259,0.0012499999999999996,,3.2757045295500227,2278.517767480046,0.9536368446053763,7.629094756843011,51.00026279576665,57.00026279576665,3,8,True,,0.0,6.0,3.592064932844225,0.05495552093764788,47.81081220642483,9.189450589341824
UGC02455,0.026669802080244245,37.495591343017644,0.0874689462517229,2196.4697152164117,0.1340977277567707,1.0727818220541656,44.44394986097781,50.44394986097781,3,8,False,,0.0,6.0,200.00000000000003,0.5655993405630843,51.895962763428315,-1.4520129024505053
UGC02487,0.031688320137353315,31.557368635051994,1.3177041721916427,65095.40545536447,1.4514113129484532,24.673992320123705,126.3820026723013,132.3820026723013,3,17,False,,0.0,6.0,32.39893673378488,1.2318505553606356,128.6494697933084,3.7325328789928847
UGC02885,0.018891260829999718,52.93452930425793,0.9864162911388645,60844.76121384414,1.4073237152397242,26.73915058955476,149.15704838510604,155.15704838510604,3,19,False,,0.0,6.0,200.00000000000003,1.3479511064271417,154.02896881766702,1.1280795674390163
UGC02916,0.12587358765315565,7.944478413974323,0.31850153689462296,35398.39904213314,2.992132549696903,128.66169963696683,389.9465328703055,395.9465328703055,3,43,False,,0.0,6.0,2.4584242856930683,1.6497956436747163,336.2260459113514,59.7204869589541
UGC02953,0.010787053076703189,92.70372481615959,0.3515060414612629,64963.467280084406,2.2248747109536766,255.86059175967281,937.3091933504527,943.3091933504527,3,115,False,,0.0,6.0,30.032624737448785,2.016068510246983,919.2964802691829,24.012713081269794
UGC03205,0.09718863315738041,10.289269099820249,0.9761676758943204,25380.531129946103,3.678680175515829,176.57664842475978,462.671660548604,468.671660548604,3,48,False,,0.0,6.0,3.8750886917236347,1.3218147199311094,353.54211868053744,115.12954186806655
UGC03546,0.11547684200792004,8.659744955022363,0.5857806224667393,25527.3708168954,2.128996743919625,63.86990231758875,269.89178906429146,275.89178906429146,3,30,False,,0.0,6.0,16.371691167089814,0.1733060028883496,217.22106683335323,58.670722230938225
