n,a0,f_int_R,f_int_Y,f_int_N,m2lnL_R,m2lnL_Y,m2lnL_N,k_R,k_Y,k_N,AIC_R,AIC_Y,AIC_N,dAIC_R,dAIC_Y,dAIC_N,med_chi2_R,med_chi2_Y,med_chi2_N
175,9.77704257004471e-11,0.051531481916031185,0.1577464357150626,0.033049998381758296,25435.161432456982,29735.731369892368,23140.491132357383,527,805,864,26489.161432456982,31345.731369892368,24868.491132357383,0.0,4856.569937435386,-1620.6703000995985,0.8400140013208062,0.739935803951766,0.646587020562055
