Galaxy,Q,inc0,nll_R,chi_R,nll_Y,chi_Y,bY,nll_N,chi_N,bN,N
NGC6789,2,43.0,24.497387946671566,1.2843900871175598,31.73822845546857,3.3669919760590714,True,24.39082234884511,1.2577486876609454,True,4
NGC6946,1,38.0,355.2534690102394,0.9283732369751323,779.0981556893341,8.3423661787637,True,343.02884919038115,0.8239298598162347,True,58
NGC7331,1,75.0,222.6030077272602,1.3284557979941987,465.33421182197367,7.9875017304162945,True,199.0376440048643,0.6584947101116998,True,36
NGC7793,1,47.0,296.7010999573444,0.8151021177687438,316.6465679052914,1.7953982180728645,False,275.38042433793663,0.8153411110098543,True,46
NGC7814,1,90.0,136.3831993722869,2.5387331309318046,118.50218876686483,1.5453436528528006,True,97.71012600585935,0.39022905501916294,True,18
PGC51017,3,66.0,143.98554003564158,19.82421539456843,29.039280077733604,0.6950104534958369,True,31.343891870471396,1.0791124189521357,False,6
UGC00128,1,57.0,119.97339863385923,1.0780623694415907,222.69757881878581,5.810821793442151,True,108.4445711052524,0.5807321009530418,True,22
UGC00191,1,45.0,48.879739225139794,1.2059917943170069,54.427076701027595,1.8537828390752635,False,47.520961686552226,1.0550165122517212,True,9
UGC00634,2,37.0,22.561655992338114,1.365209682659254,50.82255173225168,8.670536289317356,True,21.084432272340777,1.1362969643824368,True,4
UGC00731,1,57.0,93.51270474958594,3.735214201030114,84.48663168988259,2.9897933431706973,True,51.14464555445104,0.1709946014912973,True,12
UGC00891,2,60.0,37.52984716009507,3.4708677882734507,86.29760568494999,13.224419493244435,True,28.076044868018236,1.5801073298580832,True,5
UGC01230,1,22.0,93.98003202480504,1.8664356858892597,68.03183538073827,0.7605128183800963,False,70.39050092700172,0.6700803318319624,True,11
UGC01281,1,90.0,149.55789436313913,1.0397900198350705,315.7284854827848,7.686613664620896,True,157.31195174743647,1.3499523152069646,True,25
UGC02023,2,19.0,33.50130436874408,0.5380379287848689,31.152781800424016,0.698714529559211,False,31.152781800424016,0.698714529559211,False,5
UGC02259,2,41.0,52.54092584374218,2.501223300983706,48.2248678470784,1.9918895867817374,True,34.732606391771846,0.2751833694874141,True,8
UGC02455,3,51.0,81.57489484281732,5.775017425645521,102.89398770919024,8.439904033942137,False,64.6877746985706,3.550767673527307,True,8
UGC02487,1,36.0,132.32108248400945,2.562280018384354,150.85985886541653,3.748189368708401,True,125.9183647044128,2.2810426533552395,True,17
UGC02885,1,64.0,171.74788165565596,2.5417854504788195,202.1156578131923,4.140089458770207,True,146.91682602603936,1.3371539893917335,True,19
UGC02916,2,50.0,462.24715194057245,5.487322299769182,421.9789443216988,3.909780830214759,True,376.6651580721875,3.4970433725974384,True,43
UGC02953,2,50.0,889.60374834252,2.607311266634887,2379.5435153007948,15.563309240185104,True,909.6565715143182,2.7816836420418283,True,115
UGC03205,1,67.0,499.4745021921822,4.885566335626915,493.00955867621434,4.678115406731146,True,400.61328317957066,2.75319300055107,True,48
UGC03546,1,55.0,202.56828611339807,0.4025122140412591,206.59268805320627,0.5366589453681986,True,199.1129010070189,0.28733271049528625,True,30
UGC03580,2,63.0,605.1233300108048,7.989640349446327,1857.977840659813,34.721201614628896,True,283.4397227989832,1.1899540615562658,True,47
UGC04278,1,90.0,196.8130265496234,2.6945920062968196,278.29460850645194,5.953855284569962,False,170.9248773823377,1.6590660396053918,True,25
UGC04305,3,40.0,166.5032674352483,1.7003031647529367,127.06325207522627,1.068422178480946,False,127.06325207522627,1.068422178480946,False,22
UGC04325,1,41.0,65.19385134328525,4.114129774165092,45.78233117287069,1.687689752863272,True,43.771134739513315,1.4362901986936,True,8
UGC04483,2,58.0,38.832166431559706,0.8189191601993991,50.65987533135802,2.2973827726741884,True,33.67129527479453,0.17381026560375218,True,8
UGC04499,1,50.0,47.05086424399409,1.1218789994180416,73.56790813893785,4.0891894768837425,False,46.06967160709564,1.0128575953182137,True,9
UGC05005,1,41.0,82.64164285348639,0.45009402114520275,90.84115569452717,2.272103582446014,False,74.43533603483789,0.3145580911021766,True,11
UGC05253,2,37.0,508.03598127951545,2.1423247238569187,483.0709421681755,1.8003378867152755,True,486.62267366467574,1.8489917428317173,True,73
UGC05414,1,55.0,29.6533809305089,0.9071285113392525,39.04805010437091,2.4729067069829207,False,29.386446237864718,0.8626393958985554,True,6
UGC05716,2,54.0,53.16136050930057,0.35837609947183013,88.63041588917866,3.3309906303815,True,51.218097641592756,0.1826447122295772,True,12
UGC05721,1,61.0,150.93208353750222,1.5767433327339042,331.3546856763676,9.52450027757887,True,136.29913120663102,0.9405280140003732,True,23
UGC05750,1,64.0,71.18806492746415,0.5145800060021336,69.72476006256876,0.5578676305678174,False,70.87252571299751,0.5931784952683309,True,11
UGC05764,2,60.0,62.12363091523967,2.1772614477784034,71.44687717845373,3.1095860740998087,True,51.25824250296841,1.0907226065512767,True,10
UGC05829,2,34.0,53.109277050564046,0.08692055442289792,48.89481301732333,0.16357694587519264,True,50.0252777239888,0.06681951326437369,True,11
UGC05918,2,46.0,38.99944770341908,0.4182326769710938,41.87379049294675,0.8812426372168918,True,36.38915861398609,0.09194654079197064,True,8
UGC05986,2,90.0,109.71328626467864,2.9698605759010888,376.1790207122324,20.73424287240467,False,117.59435281204352,3.4952650123920814,True,15
UGC05999,2,22.0,36.71497607167707,2.2862423230578686,38.05651277314955,3.5762009108843458,False,33.706857272867516,1.6846185632959572,True,5
UGC06399,1,75.0,48.27162788311151,0.34929957013485224,62.26272153230407,1.917164054587799,False,48.72706838754474,0.3999040706274337,True,9
UGC06446,1,51.0,91.292502797767,0.4070768774590822,121.77135857068976,2.3690895440131996,True,86.4388868713988,0.18266922094856153,True,17
UGC06614,1,36.0,102.24564868686655,0.9166989565213342,145.45888237239527,3.2511910286264896,True,94.6507270844356,0.3324742178728003,True,13
UGC06628,2,20.0,45.11034747393263,0.38118926893840266,39.3887176880116,0.16411554894079808,True,39.50408799641001,0.18059702156914165,True,7
UGC06667,1,89.0,63.618259830054214,2.7762501002384368,155.28854805097603,12.961837680340858,True,47.434635960521305,0.9780696702903349,True,9
UGC06786,1,64.0,298.30418095186843,1.3740311900715594,545.5177752357865,6.867666618603074,True,273.9819621033587,0.8335374378824542,True,45
UGC06787,2,66.0,1004.5610049099218,9.00065158131813,1057.9358579737059,9.768212506472944,True,754.809666938663,5.512387100795991,True,71
UGC06818,2,75.0,72.69550954426803,3.9850150885430176,117.84982343267264,9.648707245494053,False,65.00543384784716,3.023755626490408,True,8
UGC06917,1,56.0,61.59951690922362,0.9372405490862068,130.21816244441777,7.209630677914563,False,60.19604941975277,0.8096525954979477,True,11
UGC06923,2,65.0,37.15561921590121,1.0296797741487267,55.51402890294119,4.089414721988724,True,36.47947163639853,0.9169885108982799,True,6
UGC06930,1,32.0,62.79573647731631,0.5186313416617789,64.63028168657341,1.441915767355068,True,56.64116388520041,0.32428890596911286,True,10
UGC06973,3,71.0,187.78983130066348,15.64354794674683,167.86476139924002,13.29271591778804,True,58.50734650392698,1.217706309279154,True,9
UGC06983,1,49.0,103.14919385670106,0.7470812052985346,157.8298366911814,3.986048907731535,True,100.56547672657501,0.5950978447028851,True,17
UGC07089,2,80.0,66.79040664387911,0.4911150237897253,88.34460831257749,2.287298496181258,False,66.51450214126449,0.4681229819051735,True,12
UGC07125,1,90.0,74.07282337840985,1.5894892525855508,85.62699787413962,2.478271906103225,False,58.945935654060555,0.42588250455868243,True,13
UGC07151,1,90.0,64.1099076754629,1.747457608510662,78.26548292535,3.034328085773124,False,55.55512752140734,0.9697503217783378,True,11
UGC07232,2,59.0,25.524888898219977,2.0708555625373877,32.27920934227605,3.9170471339251707,True,24.42072948586099,1.8794603681110336,True,4
UGC07261,2,30.0,39.97395107599628,0.40583958858851277,39.42418039118645,1.020448099889909,True,36.31342094380683,0.27654341326281084,True,7
UGC07323,1,47.0,53.669178257591774,0.8225317452664507,60.35301646109512,1.561339803613268,False,54.932283047242784,0.9488422242315513,True,10
UGC07399,1,55.0,56.58545095367826,1.3467372086717455,212.47653953718276,17.000940634157192,True,50.751054581703016,0.7362636786636141,True,10
UGC07524,1,46.0,187.70182397514716,1.4963461754567584,183.06352910927131,1.7113660700236515,False,156.91097268567725,0.7694967831464902,True,31
UGC07559,2,61.0,48.206979847444366,2.495315195905557,44.531041310588414,2.2202836482476576,True,32.955208059334524,0.5250455247407424,True,7
UGC07577,2,63.0,108.88125482979066,7.759513308555136,39.62203601798836,0.25710820425542713,False,39.62203601798836,0.25710820425542713,False,9
UGC07603,1,78.0,73.81256069097782,2.115945080502588,235.3313419281494,15.575843516933555,True,64.36649461233145,1.3287729072820569,True,12
UGC07608,1,25.0,44.89773609754966,0.4532853009658443,38.067414465152076,0.44292278507460703,False,41.44541485958883,0.38026212489484695,True,8
UGC07690,2,41.0,36.56805082153759,0.46425438557899795,40.98164470149487,1.235864803494764,True,34.30357647772175,0.2818550572414603,True,7
UGC07866,2,44.0,38.54612484848073,0.3613300356645427,34.67137265734987,0.5463140935781078,True,31.855787554017546,0.03271320455399289,True,7
UGC08286,1,90.0,94.1163886067925,1.482475623472738,315.4528608336541,14.502268107405774,True,89.7983085914941,1.22847091669048,True,17
UGC08490,1,50.0,138.76626022361913,0.23974253511206065,298.8327929236315,5.633687280102583,True,135.77857996569284,0.14015319318118413,True,30
UGC08550,1,90.0,49.27146485827529,0.44412243427946213,116.62719495309116,6.567370624717269,True,46.83497751708184,0.22262358508005808,True,11
UGC08699,2,73.0,253.04830696528177,0.7946633273069568,266.5771083195419,1.1246340920450077,True,247.05884322342868,0.6485788457983448,True,41
UGC08837,2,80.0,92.48766191734633,7.4215420908930065,61.499551668714574,3.6150026365078656,False,58.083591388280595,3.1833338835404468,True,8
UGC09037,2,65.0,193.97972259115505,3.1107004434924748,499.8336553131971,17.29564691806939,True,166.7666967705611,1.9512730804325202,True,22
UGC09133,1,53.0,535.8672989151041,2.9817929549903446,494.25678328094375,2.369873607429162,True,469.1188540753785,2.0001981779355558,True,68
UGC09992,2,30.0,28.716135763758228,0.4385023019121168,24.772878996709085,0.043487649203651356,True,24.791120712792516,0.04713599242033746,False,5
UGC10310,1,34.0,38.98904326874081,0.48925329109773613,34.07453728096769,0.18424651293816785,True,35.32083609533538,0.1797689756913601,True,7
UGC11455,1,90.0,374.7487436838787,4.591181154778631,1117.045470784076,25.21053468533967,False,379.72613630728534,4.729442060984372,True,36
UGC11557,2,30.0,80.1531501541728,1.1222722544856643,89.14860721374394,1.871893676116592,False,79.41348995343641,1.0606339044242978,True,12
UGC11820,1,45.0,48.6285241980225,0.3802896683536804,57.45921855159462,1.5199188017669996,False,46.559800201760225,0.2881526120542578,True,10
UGC11914,1,31.0,529.7505498819336,2.7812918358699297,517.1221009815775,2.5870080066336825,True,495.3677577488495,2.252325803053251,True,65
UGC12506,2,86.0,272.84110755579894,1.6970557656867142,247.14622694895374,0.8681886493368683,True,227.47270373408367,0.23355886821202756,True,31
UGC12632,1,46.0,81.01285291994634,1.0598352857734115,69.42879325638812,0.3820813054585424,False,68.85084770314748,0.24903493798682091,True,15
UGC12732,1,39.0,72.57205793146507,0.30170035464054784,100.79986976683143,2.2265560164875096,False,69.5995990969707,0.11592167748464953,True,16
UGCA281,3,67.0,32.586849917349085,0.6201626301614489,33.54591469460547,0.7571718840552183,True,28.69581778530148,0.06430089701179062,True,7
UGCA442,1,64.0,42.463804919142206,1.250554910897344,150.46333182715605,14.772814834648942,True,36.1105107299948,0.47871219750378513,True,8
UGCA444,2,78.0,180.87766423195072,0.4191177654181699,276.1395572184158,3.1667905582613045,True,164.631506141115,0.05860573818384661,True,36
